session_id,session_timestamp,driver_name,driver_email,station_id,connection_id,station_name_logged,kwh_charged,duration_minutes,revenue_usd,cost_usd,customer_id,date_id
2031,2026-08-08 23:29:37,Sara Cain,erika05@example.org,507741,872629,AmericaWant AW00004,7.96,58,3.18,1.43,,
2032,2026-08-27 06:25:57,Марʼяна Чарниш,dmytro04@example.net,507825,872807,Cale Alfred Nóbel,52.7,88,21.08,9.49,,
2033,2026-08-30 08:01:14,Альберт Скиба,nataliia97@example.com,507920,872991,2979 - משרדים,23.4,66,9.36,4.21,,
2034,2026-08-24 15:34:38,пан Володимир Жук,deborahgonzalez@example.net,507866,872874,Mobive | La Souterraine | Rue des Fossés des Canards,14.65,104,5.86,2.64,,
2035,2026-09-05 22:09:07,Альбіна Алексюк,cervantespatrick@example.net,507867,872875,Caldas Da Rainha (Zunder),11.16,102,4.46,2.01,,
2036,2026-08-21 08:16:03,Melanie Brown,jenkinspatrick@example.org,507763,872677,Eldrive Lihuania Panemunės Baseinas,60.7,35,24.28,10.93,,
2037,2026-08-20 02:50:54,Стефан Джус,albinavanchenko@example.org,507922,872996,Ev24 Charging Statoin,32.19,0,12.88,5.79,,
2038,2026-08-14 09:16:40,Ярослава Гаврилець,pduncan@example.org,507739,872627,Cepsa Gandia,62.98,105,25.19,11.34,,
2039,2026-08-23 12:59:29,Mark Weber,ustym23@example.net,507763,872671,Eldrive Lithunaia Panemunės Baseinas,10.23,95,4.09,1.84,,
2040,2026-08-28 07:52:50,Barbara Lewis,forbessean@example.org,507929,873006,Sligo Bus Depot,30.22,0,12.09,5.44,,
2041,2026-08-14 08:20:07,Adrian Valdez,demyd62@example.org,508012,873187,Porto Elmiyna Club 🏓,48.16,90,19.26,8.67,,
2042,2026-08-26 11:45:20,Роксолана Зінченко,,507827,872810,Spklu Ujb Up Tcawang 1,68.26,96,27.3,12.29,,
2043,2026-08-19 06:50:21,Герман Свистун,gvlasenko@example.com,507763,872664,Elldrive Lithuania Panemunės Baseinas,30.5,97,12.2,5.49,,
2044,2026-08-31 20:39:30,Ірена Удовенко,dupliistepan@example.org,507919,872982,2898 - הרב אבאא אבוחצירא (פרטי),55.07,59,22.03,9.91,,
2045,2026-08-30 17:37:28,Kathryn Mooney,kovaliuksnizhana@example.net,507763,872664,Eldrvie Lithuania Panemunės Baseinas,75.88,17,30.35,13.66,,
2046,2026-08-28 20:01:52,Варвара Павлик,atkinsonrachel@example.net,507958,873057,Hotel HCC St. Moritz,54.27,50,21.71,9.77,,
2047,2026-09-03 17:47:22,Valerie Benson,prokhirriaboshapka@example.net,507919,872986,2898 - הרב אבא אבוחצירא (פרטי),23.64,15,9.46,4.26,,
2048,2026-08-20 15:51:15,Philip Watts,phyllismiller@example.com,507725,872601,Gasóleos Teruel,6.95,78,2.78,1.25,,
2049,2026-09-03 03:47:44,Alan Barr,snizhana80@example.org,507763,872675,Eldrive Ilthuania Panemunės Baseinas,74.61,53,29.84,13.43,,
2050,2026-09-03 06:54:08,Martin Hall,kevin22@example.org,507892,872918,B& B Hotl Carabanchel ,6.7,73,2.68,1.21,,
2051,2026-08-12 10:31:56,Віолетта Оберемко,alejandra39@example.com,507771,872713,ЖК Сколково Уан,74.98,38,29.99,13.5,,
2052,2026-08-11 15:29:22,Ростислав Кармалюк,irandolph@example.org,507763,872658,Eldrive Lithuania Panemunės Baseinas,47.31,37,18.92,8.52,,
2053,2026-09-05 10:46:54,Святослава Абрагамовська,androshchukvolodymyra@example.org,507920,872990,2979 - ממשרדים,80.13,20,32.05,14.42,,
2054,2026-08-16 15:14:08,James May,qflores@example.org,507815,872789,Incalplas,68.9,74,27.56,12.4,,
2055,2026-09-02 21:46:40,пан Йосип Парасюк,ruslanhaidai@example.org,507829,872812,Wesco Reed City,84.83,116,33.93,15.27,,
2056,2026-08-14 06:57:55,Анастасія Устенко,pdavis@example.net,508021,873198,Parking NN Espronceda,33.06,28,13.22,5.95,,
2057,2026-09-05 22:57:08,Crystal Quinn,bohuslavavoblyi@example.net,507869,872878,Cepsa A Groba,66.38,18,26.55,11.95,,
2058,2026-08-13 01:29:26,Joshua Knox,carolhenderson@example.net,507763,872659,Eldrive Lithuania Panemunės Baseinas,37.15,36,14.86,6.69,,
2059,2026-08-11 08:21:23,Павло Зубко,wchalenko@example.com,507827,872810,SPKLU UJB UPT Cawang 1,,43,,,,
2060,2026-08-15 01:15:44,Catherine Soto,adamsbrianna@example.org,507961,873060,"Svylos Gatvė 1,6 Vilnius",55.2,53,22.08,9.94,,
2061,2026-08-30 19:44:41,Андрій Єсипенко,valerii96@example.org,507866,872874,Mobive | La Souterraine | Rue des Fossés des Canards,74.89,77,29.96,13.48,,
2062,2026-09-04 18:34:55,Борис Забашта,jwilliams@example.net,507825,872807,Calle  Alfred Nóbel,83.73,109,33.49,15.07,,
2063,2026-08-23 14:34:46,Ірина Їжакевич,albinabevzenko@example.net,508022,873199,Plenoil la Orotava 2,66.46,91,26.58,11.96,,
2064,2026-08-27 20:50:59,пані Едита Жаліло,iaryna65@example.org,507921,872994,2979 - DC,38.42,24,15.37,6.92,,
2065,2026-08-08 19:02:57,пані Марта Малик,owhite@example.org,507990,873122,[eOne] Campera Almacen 1,38.71,60,15.48,6.97,,
2066,2026-09-05 17:19:03,Christina Huffman,mary66@example.net,507739,872627,Cepsa Gnadia,64.01,22,25.6,11.52,,
2067,2026-08-10 20:18:09,William Sanders,liubov60@example.com,508020,873197,Paring Garatge 2000,24.1,92,9.64,4.34,,
2068,2026-08-25 08:56:28,Франчук Ярина Опанасівна,edward70@example.org,507746,872636,Energía Nufri,13.84,58,5.54,2.49,,
2069,2026-09-03 22:02:14,Sally Leon,cruzernest@example.com,507808,872782,Parque Comercial Alarzón (Burogs),33.37,79,13.35,6.01,,
2070,2026-08-11 23:56:57,Єлисей Ващенко-Захарченко,ibakumenko@example.net,507820,872797,Carrefour Lucenna (Endesa),27.98,65,11.19,5.04,,
2071,2026-08-10 04:30:35,Brittany Barber,zabarnyierika@example.org,507807,872780,C.C. Los Alcores Esvilla,28.7,85,11.48,5.17,,
2072,2026-08-28 11:54:02,Eric Campbell,gpatel@example.org,507763,872662,Eldrive Lithuania Panemunės Baseinas,23.69,60,9.48,4.26,,
2073,2026-08-15 05:19:19,Chad Harrison,qlytvyn@example.com,507919,872981,2898 - הרב אאב אבוחצירא (פרטי),8.37,46,3.35,1.51,,
2074,2026-08-26 19:48:52,пан Трохим Вишиваний,vickimullins@example.com,507763,872664,Eldrive Lithuania Panemunės Baseinas,6.43,26,2.57,1.16,,
2075,2026-08-30 10:07:11,Timothy Bentley DVM,nbabiichuk@example.org,507763,872664,Eldrive Lithuania Panemunės Baseinas,84.02,67,33.61,15.12,,
2076,2026-08-26 21:11:41,Eric Archer,borys31@example.net,507919,872983,2898 - הרב אבא אבוחצירא (פרטי),39.22,96,15.69,7.06,,
2077,2026-09-03 19:51:59,пані Віолетта Стельмах,,507779,872724,McDonald's - Gallagher Retail Park,35.75,99,14.3,6.44,,
2078,2026-08-25 12:43:02,Ольга Колесниченко,snizhana92@example.org,507821,872800,Foc Ac-Chaarger,59.37,38,23.75,10.69,,
2079,2026-08-17 07:28:22,Katherine Barker,,507738,872624,GM Oil,22.46,42,8.98,4.04,,
2080,2026-09-03 07:40:56,Яків Харченко,hallthomas@example.com,507741,872629,Americawant Aaw00004,81.0,69,32.4,14.58,,
2081,2026-08-19 10:59:20,Амалія Сагаль,zorian30@example.com,507826,872809,Mercacentro,67.91,100,27.16,12.22,,
2082,2026-08-09 18:01:28,Омелян Данько,moraleskimberly@example.net,507744,872633,AmericaWant AW00011,12.15,98,4.86,2.19,,
2083,2026-08-31 02:58:29,Terry Hernandez,parmenbaranets@example.com,507820,872799,Carrefour Lucena (Endesa),38.41,64,15.36,6.91,,
2084,2026-09-03 11:17:01,Опанас Демиденко,josejensen@example.com,507862,872868,[eOne] Via Disegno,75.33,19,30.13,13.56,,
2085,2026-08-19 19:06:50,Валентина Сомко,marksheidi@example.com,507866,872872,Mobive | La Souterraine | Rue des Fossés des Canards,80.58,56,32.23,14.5,,
2086,2026-08-31 00:12:12,Valerie Miller,enikoliuk@example.com,507919,872980,2898  הרב אבא אבוחצירא (פרטי),42.39,32,16.96,7.63,,
2087,2026-08-16 04:15:56,Валентин Хомик,bartondavid@example.com,507763,872676,Eldrive Lithuania Ppanemunės Baseinas,54.07,94,21.63,9.73,,
2088,2026-08-17 19:07:54,Kathryn Ferguson,neporozhniiiakiv@example.net,507810,872784,Parking Parador de Cazotla,18.36,0,7.34,3.3,,
2089,2026-08-10 05:04:19,Morgan Goodwin,babkovadym@example.com,507959,873058,"Svylos gatvė 8, Vilnius",84.29,116,33.72,15.17,,
2090,2026-09-07 11:58:24,Наталія Данильчук,gblack@example.org,507895,872922,Comharchumann Fobartha Chorca Dhuibhne,,22,,,,
2091,2026-08-20 07:55:57,Tara Sanders,samanthasims@example.com,508004,873174,Plugit ProDC Viinikka,80.42,110,32.17,14.48,,
2092,2026-08-11 21:56:08,Christopher Vasquez,hollyperkins@example.net,507780,872728,Warrren Lodge ,56.97,42,22.79,10.25,,
2093,2026-09-06 11:31:52,Оксенія Фартушняк,sarah69@example.com,507779,872725,Mcdonald'S - Gallagheer Retail Park,53.62,33,21.45,9.65,,
2094,2026-08-30 07:40:39,Carolyn Brooks,okhrim94@example.com,507779,872726,Mdconald'S - Gallagher Retail Park,46.02,117,18.41,8.28,,
2095,2026-08-20 12:40:19,Єлисавета Вишивана,kylymnykmariia@example.org,507763,872659,Eldrive Lithuania Panemunės Baseinas,23.45,20,9.38,4.22,,
2096,2026-08-28 04:12:33,Засенко Єлисавета Венедиктівна,samoilenkoalina@example.com,508018,873194,Parking NN Diagonal,19.12,26,7.65,3.44,,
2097,2026-08-20 00:33:40,Спас Єрьоменко,cskopenko@example.com,507866,872874,Mobive | La Souterraine | Rue des Fossés des Canards,22.64,77,9.06,4.08,,
2098,2026-08-11 09:17:53,Dr. Jessica Durham,chornovilvadym@example.com,508020,873197,Parking Garagte 2000,19.92,56,7.97,3.59,,
2099,2026-09-02 02:37:02,Валентин Василечко,larysabashtan@example.net,507809,872783,Hotel Restuarante Hq La Galería,67.37,34,26.95,12.13,,
2100,2026-08-20 00:21:14,Caleb Brown,robertwright@example.net,507922,872997,EV24 Charging Station,33.01,103,13.2,5.94,,
2101,2026-09-05 16:20:34,Леон Ющенко,andriichukirena@example.com,508009,873181,Ionity Ioniity Pudasjärvi,9.63,82,3.85,1.73,,
2102,2026-08-20 03:32:57,Людмила Адамчук,carol67@example.org,507763,872675,Eldrive Lithuania  Panemunės Baseinas,82.53,30,33.01,14.86,,
2103,2026-08-15 14:26:47,Ада Сіробаба,dupliirozaliia@example.net,507807,872781,C.C. Los Alcores Sevilla,75.7,93,30.28,13.63,,
2104,2026-08-28 17:22:07,Kara Rogers,kennethmata@example.com,507920,872988,2979 - משרדים,79.22,92,31.69,14.26,,
2105,2026-08-22 00:06:49,Michael Cooper,venhrynovychrostyslav@example.com,507813,872787,Caprabo Mollerussa,84.59,92,33.84,15.23,,
2106,2026-09-04 16:09:35,Teresa Ortega,areynolds@example.org,507919,872987,2898 - הרב אבא אבוחצירא (פרטי),18.91,21,7.56,3.4,,
2107,2026-08-29 09:15:39,Vanessa Marks,abaker@example.com,507813,872787,Caaprabo Mollerussa,36.7,46,14.68,6.61,,
2108,2026-08-10 22:09:36,Одарка Давиденко,,507724,872600,"Arinna Garden Sitesi, Çorum Merkez - AC 2",65.66,51,26.26,11.82,,
2109,2026-08-27 03:36:48,Устим Луценко,fgrimes@example.com,507920,872989,2979 - משרדים,60.68,26,24.27,10.92,,
2110,2026-08-28 20:35:22,Тереза Юрчишина,,507820,872797,Carrefour Lucena (Endesa),17.31,110,6.92,3.12,,
2111,2026-08-15 21:23:14,April Little,,507996,873159,"Savanoriųp R. 276, Kaunas",70.27,57,28.11,12.65,,
2112,2026-08-26 22:08:38,Isaac Williams,duncankimberly@example.com,507771,872714,ЖК Сколково Уан,22.96,112,9.18,4.13,,
2113,2026-09-03 18:16:04,Cynthia Washington,jameshunter@example.net,999999,999999,Eldrive Lithuania Panemunės Baseinas,22.91,37,9.16,4.12,,
2114,2026-08-20 08:17:03,Тереза Вітер,pkopytko@example.com,507919,872983,2898 - הרב אבא אבוחצירא פרטי),47.96,50,19.18,8.63,,
2115,2026-08-23 05:55:09,Cory Thomas,yliu@example.org,507859,872864,Club House Florence,52.44,108,20.98,9.44,,
2116,2026-08-31 02:59:58,Валентина Наливайко,,508011,873186,Porto ELMInya Boardwalk 🏖️,51.41,56,20.56,9.25,,
2117,2026-09-04 22:45:47,Jeremy Wilson,sdzyndra@example.com,507821,872800,FOC AC-Charger,12.32,27,4.93,2.22,,
2118,2026-08-28 20:48:10,Едита Вергун,mykhailiukmarusia@example.com,507919,872978,2898 - הרב אבא אבוחצירא (פרטי),75.2,87,30.08,13.54,,
2119,2026-08-27 12:04:37,пані Дарина Палій,sarasmith@example.net,507812,872786,Mercadona Centro Logístico Vitoria,,108,,,,
2120,2026-08-21 00:37:39,Connie Scott,melissawilson@example.org,507919,872986,2898 - הרב אבא אבוחצירא (פטרי),15.36,117,6.14,2.76,,
2121,2026-08-24 16:19:13,Meagan Wade,sylviayates@example.com,507822,872802,Ayunt. Navalacrnero. Ciudad Deportiva,76.1,114,30.44,13.7,,
2122,2026-08-30 11:34:32,Michael Wiggins,icollins@example.com,507803,872770,Hotel Laksaciater,81.45,80,32.58,14.66,,
2123,2026-08-13 03:15:52,Іван Скоробогатько,gbandura@example.org,507867,872875,Caldas Da Rainha (Zuder),73.97,114,29.59,13.31,,
2124,2026-08-11 03:34:50,Courtney Wilson,tereza11@example.com,507920,872993,2979 - מרדים,69.76,22,27.9,12.56,,
2125,2026-08-26 22:58:07,Надія Єресько,aholder@example.net,507763,872666,Eldrive Lithuania Panemunsė Baseinas,57.42,91,22.97,10.34,,
2126,2026-08-12 04:20:09,Богуслав Оліфіренко,chornovilkamilla@example.net,507808,872782,Parque Comercial Alarzón (Burgos),49.07,110,19.63,8.83,,
2127,2026-09-06 04:07:14,April Brown,jdawson@example.org,507866,872874,Mobive | La Souterraine | Rue des Fossés des Canards,11.96,22,4.78,2.15,,
2128,2026-08-31 22:04:15,Єлисей Остапчук,rakiryna@example.net,508005,873176,Plugit Ideapark Seinäjoki / K-Citymaret Ideapark,37.68,109,15.07,6.78,,
2129,2026-08-24 19:28:03,Taylor Martinez,agalvan@example.com,507862,872868,[Enoe] Via Disegno,34.82,40,13.93,6.27,,
2130,2026-08-09 09:24:04,Аліна Швайка,virginiaortiz@example.com,508007,873179,Plgit Oulun Lentoasema (Oul),25.78,11,10.31,4.64,,
2131,2026-08-17 20:55:47,Tommy Hood,,507820,872799,Carrefour Lucena (Endesa),62.87,25,25.15,11.32,,
2132,2026-08-31 21:31:09,Brittany Campbell,jdatsiuk@example.net,507820,872799,Carrefour Lucena (Endesa),44.67,18,17.87,8.04,,
2133,2026-09-06 23:42:53,Данило Гаєвський,orkhyptryhub@example.net,507737,872617,Calle Los Jazmines,11.48,82,4.59,2.07,,
2134,2026-08-27 21:38:45,Тетяна Затовканюк,jillwilkerson@example.com,507869,872878,Cepsaa A Groba,22.61,47,9.04,4.07,,
2135,2026-09-04 10:45:18,Vincent Brown,siefymenko@example.net,507818,872793,Parking Caravanas El Pueyo,59.66,84,23.86,10.74,,
2136,2026-08-22 09:19:26,Mitchell Charles,murraymichael@example.net,507724,872600,"Arinna Garden Sitsei, Çorum Merkez - Ac 2",11.09,63,4.44,2.0,,
2137,2026-08-31 06:45:26,Альберт Дурдинець,makar82@example.com,508004,873174,Plugit ProDC Viinikka,73.1,65,29.24,13.16,,
2138,2026-08-23 14:52:26,Elizabeth Briggs,petrenkoedyta@example.net,507742,872630,Americawan Aw00009,44.61,95,17.84,8.03,,
2139,2026-08-26 02:33:08,Твердохліб Демʼян Климентович,leopold54@example.org,508017,873193,Parking Via Aguusta,43.45,106,17.38,7.82,,
2140,2026-08-31 06:28:12,Norma Myers DDS,taleksandrenko@example.net,507922,872997,Ev224 Charging Station,52.39,109,20.96,9.43,,
2141,2026-08-31 10:31:55,Thomas Haynes,denise52@example.org,507820,872797,Carrefour Lucena (Endesa),70.97,118,28.39,12.77,,
2142,2026-08-18 12:11:48,Frank Moody,lutsenkoihnat@example.org,507807,872780,C.C. Los Alcores Sevilla,32.82,96,13.13,5.91,,
2143,2026-08-23 20:07:00,Панас Нестайко,kayla97@example.net,508017,873193,Parking Via Augusta,59.24,54,23.7,10.66,,
2144,2026-08-10 20:47:54,Laura Ramos,xskyrda@example.com,507861,872867,[Eone] Paseo Del Este  1,50.26,118,20.1,9.05,,
2145,2026-08-15 17:32:54,Charles Robinson,solomiiaverhun@example.net,507806,872777,Mansies,26.36,43,10.54,4.74,,
2146,2026-08-21 07:21:35,Августин Сагаль,bprytula@example.org,507801,872768,Starlite Sunter Bisma,75.29,18,30.12,13.55,,
2147,2026-08-22 23:27:36,Тимофій Данько,lorihurst@example.com,508020,873197,Parking Garatge 2000,68.79,97,27.52,12.38,,
2148,2026-08-18 04:06:57,Jessica Skinner,galaganliudmyla@example.com,507812,872786,Mercadona Centro Logístico Vitroia,57.68,17,23.07,10.38,,
2149,2026-08-19 19:31:38,Тереза Дурдинець,alekseienkoopanas@example.net,507763,872674,Eldrive Lithuaniaa Panemunės Baseinas,73.05,16,29.22,13.15,,
2150,2026-09-05 07:23:20,Ярослава Примаченко,lytvynliudmyla@example.org,508022,873199,Plenoil  La Orotava 2,74.38,45,29.75,13.39,,
2151,2026-09-01 21:15:52,Lori Powell,josephenglish@example.com,507763,872663,Eldrive Lithuania Panemunės Baseinas,61.67,27,24.67,11.1,,
2152,2026-08-21 03:20:36,Софія Ярема,adam01@example.net,508022,873199,Plenoil La Rotava 2,71.96,12,28.78,12.95,,
2153,2026-09-01 11:07:17,Tiffany Delgado,,507740,872628,AmericaWant AW00001,60.8,37,24.32,10.94,,
2154,2026-08-16 19:32:33,Wendy Lambert,esliusar@example.net,507823,872804,Fmilycash Montilla,59.41,79,23.76,10.69,,
2155,2026-08-16 20:44:41,Трохим Смик,kirbymichael@example.org,507919,872982,2898 - הרב אבא אבוחצירא (פרטי),54.49,117,21.8,9.81,,
2156,2026-09-04 04:18:31,Jill Smith,jonathan54@example.com,507739,872626,Cepsa Gandia,65.22,53,26.09,11.74,,
2157,2026-08-17 13:58:02,Юстина Деряжна,,508008,873180,Virta Kapupakeskus Kaakkurinkulma,17.69,30,7.08,3.18,,
2158,2026-09-03 01:58:32,Тетяна Лисенко,petersenjason@example.net,507864,872870,[Chargeobx] Parking La Rural,75.47,37,30.19,13.58,,
2159,2026-08-12 06:08:14,Варфоломій Сомко,alvarezchristine@example.com,507763,872672,Eldrive Lithuania Panemunės Baseinas,-15.5,0,-6.2,-2.79,,
2160,2026-08-08 22:58:25,Dr. Elizabeth Martinez MD,lysenkoolena@example.net,507763,872662,Eldrive Lithuaia Panemunės Baseinas,7.34,63,2.94,1.32,,
2161,2026-08-15 07:43:31,пані Софія Ярема,dawnmartinez@example.net,507820,872799,Carreefour Lucena (Endesa),71.07,63,28.43,12.79,,
2162,2026-08-11 22:43:28,Мирослав Гречаник,morgan69@example.net,507826,872809,Mecacentro,15.31,74,6.12,2.76,,
2163,2026-08-09 02:11:12,Гайдамака Варфоломій Опанасович,nicoleduran@example.net,507919,872976,2898 - הרב אב אבוחצירא (פרטי),31.81,109,12.72,5.73,,
2164,2026-09-02 04:45:27,Орися Онищенко,oleksandr79@example.net,507779,872726,Mcdonald'S -  Gallagher Retail Park,64.48,30,25.79,11.61,,
2165,2026-08-26 18:20:47,Ірина Демиденко,rzakusylo@example.com,507804,872771,Fastnedd - Mundolsheim,17.86,116,7.14,3.21,,
2166,2026-09-07 15:21:58,Теодор Атаманюк,rostyslav30@example.org,507763,872672,Eldrive Lithuania Panemunės Baseinas,70.44,108,28.18,12.68,,
2167,2026-09-01 07:55:39,Деряжний Гліб Іванович,gregory23@example.net,507990,873122,[eOne] Campera Almacen 1,71.57,22,28.63,12.88,,
2168,2026-08-08 23:14:24,добродійка Ада Килимник,hpavlychenko@example.org,507864,872870,[Chargebox] Parkking La Rural,45.6,66,18.24,8.21,,
2169,2026-08-09 05:20:36,Tracy Conway,nehodavitalii@example.net,507959,873058,"Svylos Gatvė 8 ,Vilnius",5.51,58,2.2,0.99,,
2170,2026-09-03 08:21:08,Jill Ray,,507929,873006,Sligo Bus Depoot,27.96,63,11.18,5.03,,
2171,2026-09-03 15:42:58,Victoria Bell,myerslisa@example.net,507817,872792,Bm Atfalla,54.35,19,21.74,9.78,,
2172,2026-08-09 11:30:31,Опанас Бабійчук,valentynaandriichuk@example.org,507779,872724,Mcdoanld'S - Gallagher Retail Park,,62,,,,
2173,2026-08-17 08:23:49,Галина Москаль,hryhoriikaras@example.org,507813,872787,Caprabo Mollerussa,55.55,53,22.22,10.0,,
2174,2026-08-13 07:44:59,Затула Михайло Зорянович,symonenkokostiantyn@example.org,507920,872993,2979 - משרדים,25.78,56,10.31,4.64,,
2175,2026-08-20 08:17:06,Marcus Jones,hrytsenkooryna@example.net,507820,872799,Carrefour Lucena (Endesa),55.72,62,22.29,10.03,,
2176,2026-09-03 04:54:06,Matthew Martin,hhamilton@example.org,507829,872812,Wesoc Reed City,48.2,83,19.28,8.68,,
2177,2026-08-25 20:29:23,David Coleman,yfomenko@example.org,507763,872668,Eldrive Lithuania Panemunės Baseinas,-15.5,55,-6.2,-2.79,,
2178,2026-08-27 21:57:14,Антон Лагода,vernydubivan@example.com,507920,872989,2979 - משרדים,13.56,22,5.42,2.44,,
2179,2026-08-26 18:10:21,Миколай Чалий,robertssamantha@example.org,507763,872658,Eldrive Lithuania Panemunėss Baseinas,65.88,46,26.35,11.86,,
2180,2026-08-30 22:18:26,пані Ольга Скопенко,debra19@example.net,507763,872675,Eldrive Lithuania Panemunės Baseinas,48.3,111,19.32,8.69,,
2181,2026-08-19 14:40:43,Кибкало Антон Георгійович,abandera@example.net,507807,872779,C.C. Los Alcores Sevilla,82.04,33,32.82,14.77,,
2182,2026-08-12 13:27:41,Охрім Токар,oleksandrhodunok@example.com,507869,872878,Cepsa A Groba,32.35,11,12.94,5.82,,
2183,2026-08-13 04:28:19,Валентина Саєнко,johnsonjames@example.org,508002,873172,Virta Kunnantalo Pohoinen,55.61,95,22.24,10.01,,
2184,2026-08-27 01:24:38,Brianna Yates,amoon@example.com,507864,872870,[Chargebox] Parking La Urral,79.56,0,31.82,14.32,,
2185,2026-09-04 11:28:47,James Novak,stephanie96@example.com,507763,872662,Eldrive Lithuania Panemunės Baseinas,13.2,109,5.28,2.38,,
2186,2026-08-11 08:54:53,Rachel Martinez,alevtyn06@example.com,507869,872878,Cepsa A Groba,79.98,23,31.99,14.4,,
2187,2026-08-16 23:12:44,Renee Davis,eadams@example.org,507725,872601,Gasóleos Teruel,60.03,19,24.01,10.81,,
2188,2026-09-01 21:54:48,Sharon Arnold,kerry11@example.net,507815,872789,Icnalplas,10.43,44,4.17,1.88,,
2189,2026-08-24 17:29:39,Валентин Орлик,aaron78@example.com,507983,873114,Posto Vila Flor - Rj Letropostos,29.08,0,11.63,5.23,,
2190,2026-09-03 06:53:10,Robert Byrd,lzakharchenko@example.com,507763,872670,Eldrive Lithuania Panemuns Baseinas,61.65,12,24.66,11.1,,
2191,2026-08-19 19:14:00,Cameron Smith,millsalexis@example.net,507919,872986,2898 - הרב אבא אבוחצירא (פרטי),,111,,,,
2192,2026-09-05 03:53:15,Борис Скирда,jprokopovych@example.org,507865,872871,Tesla Supercharger Elxy,51.57,26,20.63,9.28,,
2193,2026-08-21 19:23:05,Nicholas Villegas,nicholasswanson@example.net,507815,872789,Incalplas,,21,,,,
2194,2026-08-12 06:09:28,Євген Шамрай,paulstevens@example.org,508009,873181,Ionity Ionity Puadsjärvi,54.67,63,21.87,9.84,,
2195,2026-09-04 00:12:45,пані Світлана Вишивана,jhabelko@example.net,507866,872874,Mobive | La Souterraine | Rue des Fossés des Canards,8.66,33,3.46,1.56,,
2196,2026-08-17 08:29:57,Jeffrey David,rbaida@example.net,507866,872872,Mobive | La Souterraine | Rue Des Fssés Des Canards,74.72,38,29.89,13.45,,
2197,2026-08-09 09:46:44,Валентина Нестеренко,diaznathan@example.net,507763,872666,Eldrive Lithuania Panemunės Baseinas,,52,,,,
2198,2026-09-06 03:28:57,Sarah Walters,michaelanthony@example.net,507807,872781,C.C. Los Alcores Sevilla,82.51,34,33.0,14.85,,
2199,2026-08-27 23:35:04,Ярослав Вернидуб,mjohnson@example.org,507920,872990,2997 - משרדים,64.97,109,25.99,11.69,,
2200,2026-08-23 04:13:08,Аркадій Малик,dubynahennadii@example.com,507738,872623,GM Oil,15.41,69,6.16,2.77,,
2201,2026-09-05 00:35:42,Alexandra Vaughan,osweeney@example.net,508020,873197,Parking Gartage 2000,65.66,99,26.26,11.82,,
2202,2026-09-05 03:47:04,Юрчишина Віолетта Едуардівна,tartiushenko@example.org,508003,873173,Netse Liikenneasema Härkäpakari,6.97,111,2.79,1.25,,
2203,2026-09-03 21:20:13,Юстим Адамчук,herman17@example.com,507826,872809,Merrcacentro,6.77,74,2.71,1.22,,
2204,2026-08-27 06:44:57,Nicole Sanchez,teresa17@example.com,508018,873194,Parking NN Diagonal,30.89,93,12.36,5.56,,
2205,2026-08-12 10:54:39,Валентин Іванченко,janice27@example.com,507806,872777,Mnaises,44.09,37,17.64,7.94,,
2206,2026-08-11 06:05:49,Володимира Чала,kristendavis@example.net,507746,872635,Energía Nufir,66.63,25,26.65,11.99,,
2207,2026-08-29 20:46:51,Jenny Gray,varfolomii99@example.com,507920,872988,2979 - משרדים,59.66,56,23.86,10.74,,
2208,2026-08-12 08:06:13,Gail Shelton,latamaniuk@example.org,507822,872802,Ayunt. Navalcarnero. Ciudad Deportiva,40.67,90,16.27,7.32,,
2209,2026-09-07 00:36:31,Тетяна Микитюк,gdrozd@example.net,507892,872918,B& B Hottel Carabanchel ,26.89,113,10.76,4.84,,
2210,2026-08-24 11:47:32,Oscar Carroll,zhavrylenko@example.net,507763,872668,Eldrive Lithuania Panemunės Baseinas,84.77,101,33.91,15.26,,
2211,2026-08-21 21:59:06,добродій Омелян Атрощенко,joseph21@example.net,507763,872674,Eldrive Lithuania Panemunės Baseinas,39.09,67,15.64,7.04,,
2212,2026-09-01 11:07:50,Sarah Brown,nathan05@example.com,507741,872629,AmericaWant AW00004,41.11,85,16.44,7.4,,
2213,2026-08-25 22:05:10,Демид Міщенко,dankevychhordii@example.org,507739,872627,Cespa Gandia,,36,,,,
2214,2026-08-29 14:40:31,Gregory Bowen,trivas@example.net,507822,872802,Ayunt. Navalcranero. Ciudad Deportiva,68.58,62,27.43,12.34,,
2215,2026-09-06 02:07:48,Brian Vasquez,hrytsenkomarusia@example.com,507922,872996,EV24 Charging Station,60.49,51,24.2,10.89,,
2216,2026-08-12 19:22:37,Хома Дашкевич,stanislav40@example.com,507763,872668,Eldrive Lithuania Panemunės Baseinas,22.66,68,9.06,4.08,,
2217,2026-08-20 14:40:15,John Moore,,507763,872663,Eldrive Lithuaniaa Panemunės Baseinas,11.59,56,4.64,2.09,,
2218,2026-08-12 15:07:02,James Evans,heorhiibaranets@example.com,507808,872782,Parque Comercial Alarzón (Burgos),59.44,103,23.78,10.7,,
2219,2026-08-16 03:12:59,Kimberly Adams,ievazasenko@example.com,507983,873114,Posto Vila Flor - RJ Eletropostos,57.36,114,22.94,10.32,,
2220,2026-08-16 03:16:54,Jessica Taylor,browntodd@example.net,507763,872673,Eldrive Lithuania Panemunės Baseinas,26.86,43,10.74,4.83,,
